text,label
"RT @Ninona62: #FAQSstrubelTV3 Espanya amb Catalunya ha estat disposat a fer de tot, de tot menys política. @jorditurull",1
"El tribunal de Tòquio deixa en llibertat sota fiança l'expresident de Nissan-Renault Carlos Ghosn, acusat de frau fiscal i abús de confiança https://t.co/gwQl4vl3sF https://t.co/HbhsPOa1MD",2
L'Estaca a Sant Jaume. Gallina de piel. #OmplimStJaume #OmplimSantJaume #LlibertatPresesPolítiques #LlibertatPresosPolítics https://t.co/HZzqzWIj0a,1
"Sento nervis a la panxa, la fantasia  de 8 mesos avui serà real! Les @jfeministalgbti s'enceten avui, espero que tothom les gaudeixi! I que serveixin per nodrir de contingut feminista i LGBTI el discurs d'alliberament nacional actual. Gràcies @Monica_Pujadas i @nurialca 💜 https://t.co/fxtEaIwc7U",0
"¿Des de quan la facultat d'interrogar a un testimoni de la contrapart està condicionada a les preguntes que li hagi formulat abans el proposant de la prova? El feixisme togat espanyol innovant, una vegada més, el Dret. #JudiciFarsa https://t.co/orIBCMQpUT",1
"Virginia Alguacil Mata , casada 1 Fill , 61 anys , professió , Parada ...el 1-O vaig estar Desde las 6 del matí a las portes del Casal d'avis defensant las Urnes ! Plovia i molt !! Hi havia molte gent com jo ! I a las 11 del Matí vaig Votar ! 1 sol cop !  #JudiciFarsa",1
#TotesMouTV3 quina barra dir q ara hi ha crispació i ara els catalans patim i negar q fons ara els catalans no patíem! .cony q des q vaig néixer han pretès q demanes Perdó per ser catalana catalanista i separatista,2
♀️ @ManuelValls: “Les dones sempre han estat part important dels meus equips polítics i de govern. Quan vaig presentar la meva candidatura ja vaig dir que seria llista paritària”.   #VallsBCN2019 #vallsperlaigualtat #Barcelona #DiadelaDona #DiadelaMujer https://t.co/P1lX8EyKM9,0
"Els sous baixos, la temporalitat, la precarietat, es pateixen a Madrid ia Barcelona. El que necessitem és unitat per #RedistribuirLaRiqueza al servei de la majoria #QueNoEnsEnfrontin #FelizDomingo https://t.co/uv23UWj3tN",0
"Els murs humans al llarg de la història s’han convertit en una icona universal de la defensa dels drets i les llibertats. Som un mur humà, sí. Som el puto mur humà que molts que avui volen tombar, trobaran a faltar el dia que el feixisme els entri a casa.",1
RT @LestonnacBDN: Tarda de teatre a 1r de Primària amb  Els Tres Porquets  https://t.co/Y592zt7VVg,0
"Aquí podeu veure en Jaume Asens i l'Iglesias comparant Albert Rivera amb Eichmann [per cert, que algú els expliqui com es pronuncia aquest cognom].  Tot en ordre. https://t.co/Jw565QvEUk",0
"@PacoSancho6 @JotaMSilvaA @jorditurull Quan Turull demanava presó, per a uns nanos, per l'assalt al Parlament? Qui era el represor?",0
.@Naturgy @NaturgyClientEs i @govern a què espereu per signar els convenis que marca la llei 24/2015 per tal de fer front a la #CondonaciónDeDeuda? https://t.co/moOLz6niY0,0
Preciosa massatgista eròtica catalana farà les delícies amb les seves mans i el seu cos Blanca Puig catalana i calenta @CHICASDELPISITO  https://t.co/i4RcO0ttda https://t.co/9MXtOpwZpx,0
"@RaholaOficial Saps, Pilar? Crec que és la diada que vaig amb més ganes i més emocionat. Pel record dels nostres presos/es i exiliats/des i per tots/es aquells/es que van patir la violència de l' 1O. #JoAnirealaDiagonal #Diada2018",0
"@Marta_Sibina @KRLS @QuimTorraiPla Menteixes, aixó de Vox es fals. i NO HO DIC PAS JO. https://t.co/38MtslujsO",0
El pregonero de las fiestas de Cerdanyola llama “prostituta” a Inés Arrimadas https://t.co/TeUyd4lkRJ vía @@DCerdanyola,0
RT @ccristin: Tossudament alçats! Camí cap a la República!🎗🎗 #OmplimSantJaume29s  #FemXarxa #29s  #LlibresLliures,1
Una desena de joves del col·lectiu Universitats per la República mostra cartells que reclamen la llibertat dels presos independentistes durant un discurs del president del Tribunal Constitucional https://t.co/uDPHOYydeL https://t.co/hUNFCDOS8D,2
@Rocco_969 @KenHaprenguin @moragasai Això era pel REGLAMENT aprovat el juliol del 2017! Després el 6 i 7 de setembre no van aplicar l'esmentat reglament. Per favor no retallis un titular si no coneixes la notícia sencera.,0
@martikarreras @tv3cat Segurament hi havia gent vinguda fins i tot de França. 😂😂😂,0
El nostre més sentit condol a l'alcaldessa @neuslloveras per la mort del seu marit. Tot el nostre suport i escalf en aquests moments difícils.,0
"Hem d'escoltar i compartir el que ens arriba des de @HeuskalHerria Ens queixem que nos ens escolten, a ells tampoc.  #LlibertatPresosPolítics https://t.co/4uYpuKRahz",2
Realment ens hem plantejat si volem de veritart la Independència ? Potser és més bonic anar a un espai el que tots pensem igual i cridar independència i que no vingui ningú a fer-nos fóra.  Hem d'estar disposats a fer tots el sacrificis necessaris per assolir el nostre objectiu !,1
. @ernestmaragall a les portes del Suprem:  El Parlament Europeu ha d'estar molt pendent del que passi avui perquè sap que en la persona de Raül Romeva s'hi juga molt #judici1o https://t.co/yLXJWG7LQs,1
"CUPvERCgència distreu els idiotes dels seus votants amb la pastanaga reial perquè no vegin l'estafa del procés. Per contra, cada vegada que #CUPvERCgència ataca el rei, els espanyols es fan més monàrquics. Processisme i monarquia es necessiten mútuament. https://t.co/qHZCKZVLCS",0
@JoanQueralt O comencem a tenir clar que la única solució és votar massivament la @cupnacional o no en sortirem.,1
✅ Un espectacle brutal! Dos PERSONATGES en majúscules oferint tot el que duen dins  ✅ Brillant guió i millor representació   Primeres reaccions #postfunció de #DansaVenjança després del seu pas per @TeatreAuditori. Divendres ja comencem funcions! https://t.co/LYaWVoDJDG,2
"RT @Judit_C_: Només pels somriures que la tiparraca de la Toro aquesta ha provocat als presos, ha valgut la pena...",2
"Amb l'exhumació de Franco, es trenca un tabú imposat a la transició: la intocabilitat del franquisme. Convindria no quedar-se aquí i trencar-ne molts d'altres, com l'exclusió del dret a pronunciar-se sobre la república o l'autodeterminació.",1
Conclusions dels 6 observadors internacionals que van assistir a les tres primeres sessions del judici del procés #JudiciTV3CatRadio https://t.co/NmQdQOVexC,1
Iniciem tertúlia política a #LaCiutat amb @monica_gunther debatint sobre el futur del @ZooBarcelona amb @bcnencomu @Pdemocratacat @CiutadansBCN i @PPBarcelona_ https://t.co/0YlpvypLsH,1
"J.Lluís Espinós Hem conclòs que no hi pot haver uns grups de formació dual i uns de general, sinó que cal una sola estructura que permeti totes 2 formacions. Per ex: treballar més per projectes, amb més hores i per treball més competencial. #PerQueApostem",0
Ran i en Kogoro son els millors!!!!!! #DetectiuConan3XL,2
👉🏻 Avui s’ha aprovat al #Plehg un prec que hem presentat demanant que el govern impulsi campanyes de foment de l’esport femení de base i en contra les desigualtats de gènere a l’esport. Proposta que vam extreure de la campanya a l’Esport hi som totes. Gràcies @ricardfarin https://t.co/SyaKcUtM1J,1
RT @jordigalves: Realment els independentistes van ser violents? 'Policies contra l’evidència' https://t.co/x4LkGNTAi6,1
"🏳️‍🌈⚽️🏐🎾 Avui, com no podria ser d'altra manera, ens sumem al #DiaInternacionalContraLaLGTBfobiaEnElDeporte.  Aquest 19 de febrer, i cada dia, diem NO a la #LGTBIfobia al futbol i al món de l'esport en general. https://t.co/iuRj0A6czN",2
"El que cal es fer pinya entre els indepes , no fer volar coloms sobre que Colau Coscu i Rabell es facin indepes ( cosa que no pasara mai ) per justificar fer un tripartit autonomic",1
"No, seriosament, quan crearà algú unes brigades mata feixistes?",1
"José Antonio Nieto, ex-secretari d'Estat de Seguretat:  Vam pensar que hi havia una organització perquè es fessin crides a  concentrar-se on hi havia els escorcolls de la Guàrdia Civil  https://t.co/9njY0m9VA3  #JudiciTV3CatRàdio https://t.co/A5AkAAF4AK",2
"No, ni jo ni el meu pare @mstrubell hem escrit el famós missatge a Jordi Sánchez. NO, rotundament NO. #JudiciTV3CatRàdio https://t.co/cm68Z6WNwA",1
@perearagones @Esquerra_ERC @raulromeva Quina mania de parlar sempre de dignitat. Un xic més de sentit comú i pragmatisme i ens hauríem estalviat tot aquest patiment.,0
RT @MetdOlot: Veig tothom molt amoïnat amb un nou 155. Sabeu com no te' l poden aplicar? Sent INDEPENDENTS! Algú se' n recorda d' aquesta p…,1
"RT @LauraCarreras: @vpartal Quanta més repressió, més indepes o més determinats Ni ho entenen ni ho entendran mai pq es comporten com a col…",1
@MonDiari @Nmartinblanco @CiutadansCs @tv3cat @sempresaludava @joanantoni70 😂😂 i jo vull que desapareguin l'escòria de vox,0
Millo acusa els CDR de violents. Els criminalitza i posa el relat per a que se’ns persegueixi penalment,0
"El general en cap de la Guàrdia Civil a Catalunya durant l'1 d'octubre, Ángel Gozalo, diu que  quan es parla de 'defensarem les urnes', sota el meu punt de vista ‘defensar’ és un llenguatge prebèl·lic  #JudiciTV3CatRàdio https://t.co/yACb5szdVk",2
"Aquest article és un espectacle. Això no és fer un gir de 180°, això és fer la Via Làctia de punta a punta, de la primera a l'última frase: https://t.co/u3gQXyo8mM",0
@xul81 @Rincewindcat @QuimTorraiPla Si tot s'ha de fer per la independència i ja no podem ni celebrar coses que van marcar social i culturalment la ciutat perquè la gent de la capital no les entén o només li importa anar a cremar coses pues apaga i vamonos saps,1
"#TotEsMouTV3 No em cansaré de repetir-ho: és MALVAT, MONSTRUÓS, equiparar els errors polítics -evidents- d’uns (els indepes) i els errors en forma de violència, presó i repressió dels altres. Monstruós. No compreu aquest marc, sisplau.",2
@marc_bodi No parla de carreges. El responsable de tot aixo va ser el @govern,0
@pilarcarracelas @sbguarch @siemprepositifo No veig que tergiverssi res. Veig que no ets capaç d'entendre els que no estem d'acord amb com ho veus.,0
"10è Aniversari ja del Programa INPA a @HospitalSantPau Com passa el temps, com han millorat les xifres i quan falta encara per millorar més. Felicitats a @yacincuenta i tot l'Equip de la UMI! https://t.co/WlNrSYlmzw",2
"@PaulaPonsMontes hola Paula, voldria posar-me en contacte amb tu. Podries indicar-me alguna direcció d'e-mail o bé seguir-me un segon perquè pugui fer-ho per DM?  Moltes gràcies!",2
"Arribem al punt que @Esquerra_ERC i la @CridaNacional ens volen introduir al nostre marc mental que el diàleg i un referèndum pactat són la solució. Això és renunciar a els últims 6 anys de manifestacions, al 1d'Octubre i totes les hòsties rebudes. És tornar al 2012 i fer de PSC.",1
"@manelcolmenero @mcalpena Clar, amb els “vitores” de la gent que  l’aclamava",0
"A bona part de Catalunya no hi plovia des de l'1 de febrer (32 dies sense pluja). A #Alcanar es van recollir 0,2 mm el 29 de gener i avui és el 37è dia sense pluja apreciable #Montsià #meteocat",0
@RibesAlicia @maria53940596 @gabrielrufian @Marta_Sibina @juanmalpr Ahir era un dia per acabar amb aquesta dèria. Però heu preferit provincialisme carca.,0
"@EnricMillo @omnium Dixi de publicar twits Millo. Qualsevol que vegi el vídeo sencer s'adonarà de la classe de  persona  que és vostè...Per cert, li recordo que el seu partit té quatre diputats a Catalunya, un alcalde dels 947 als municipis i a més a més está en vies de desaparèixer...",0
"Ets molt millor que en Maquiavelo, noi...  el putu amo de la estrategia.   I com es que no els heu alliberat aquest mesos passats?? https://t.co/eqLdDRpP6c",0
Com es fa perquè no em surti la Talegón al timeline?,0
"RT @rosariopalomi71: El MHP Carles Puigdemont, farà un acte el dia 13 de febrer a la Universitat de Groningen, als Països Baixos.  https://…",1
Santi Vila: la DUI va ser un fake simbòlic sense trascendencia Processistes : Traidor! Rata! Botifler Venut!  Turull: la DUI va ser un fake simbòlic sense trascendencia. Processistes: Exemple de dignitat! Heroi! Polític de la gent! 🎗️🎗️🎗️!,0
RT @joanc1999: @rgb1octubre @jscciutatvella Allà hi serem per mantenir el diàleg encara que sigui molt difícil https://t.co/aReSivW8IB,0
"Airbus deixarà de fabricar l’A380 el 2021 després que el seu principal client, l’aerolínia Emirates, ha cancel·lat part de les comandes d’aquest model https://t.co/8gKldhse9P https://t.co/VOUmtHNlZP",2
"@ordebau @CristianSeguraA @Casfetera Cal recordar que @JaumeAlonsoCuev tot i parlar i actuar com un subnormal, no ho és tant. Li deuen més de 100K€ que li pagaran en forma de càrrec.  Com tot el que forma part del procés, una farsa.",0
RT @joseantich: En directe: Expectació per la conferència dels presidents Puigdemont i Torra a Brussel·les via @elnacionalcat https://t.co/…,1
"Autodeterminació. Drets socials, civils i polítics. Llibertat preses polítiques.  Retorn exiliades.  Dissabte 17h.  Manifestació imprescindible a Barcelona. https://t.co/gWEaUsz2TO",1
"Abdul Aziz Muhamat, refugiat sudanès confinat en un centre de reclusió, guanya el prestigiós premi internacional de #dretshumans #MartinEnnals  https://t.co/a91pokFql5",0
Els fills ideològics del coronel Galindo.  Si no fas allò que et diuen t'enterren en calç viva o et torturen a Intxaurrondo https://t.co/xxPe07XVZj,2
"@elsa_artadi Quan tens, com tú, el cove plé, potser sI.  Pero aleshores no et dediquis a la política, dedicat a ser empresaria explotadora,o algo així.",0
"🔴 El conseller d'Exteriors, Alfred Bosch, compareix després de la declaració de Raül Romeva:  Hem vist un home de pau  https://t.co/hOsZnwWWUB #JudiciTV3CatRàdio https://t.co/hWGBgPoCm6",2
"Això és una notícia de juny de 2012. Aquesta era la gran UNITAT que hi  havia entre la inmensa majoría dels catalans lluitant junts contra les  retallades contra el PP i Artur Mas. Ja n’hi ha prou! #QueNoEnsEnfrontin , Unim-nos ⁦@RecortesCero⁩",0
"S'ha d'arribar a la independència com sigui. Espero que el camí que han triat govern, presos i/o exiliats hi condueixi tot i que no sigui el que crec, amb l'experiència, el més convenient. El primer principi de tot revolucionari és adaptar-se a la realitat per a canviar-la.",1
"RT @VilaWeb: Boye ha respost amb un ‘gràcies, degà’ ben irònic https://t.co/FB63cEg0hP",0
Brutal #Igualada! Milers de persones omplen la plaça de l'ajuntament de dignitat i coratge en defensa de la democràcia i per la #llibertatpresospolítics #llibertatpresespolítiques https://t.co/ziIgb1dhjH,1
"Des d'Espanya ens amenacen amb un nou 155. Els sindicats dels règim del 78 van estar callats durant aquells mesos, recordeu?  Ens cal un sindicalisme país. Només conquerint tots els espais de poder, serem forts i podrem fer front a la repressió. 🗳️  @Bombers_ICSC https://t.co/s0OYO0clVf",1
"Sánchez no descarta pactes postelectorals després del 28-A, a excepció de Vox https://t.co/dfwn8B1nh8",2
"Benoît Hamon, excandidat dels socialistes francesos, veu el judici del procés com una  regressió  #JudiciTV3CatRàdio https://t.co/1oUEgePAuK https://t.co/CaztmeQbhN",1
"🔴 El company Willy Toledo en llibertat provisional després de no declarar davant el jutge.  Solidaritat, força, lluita!✊🏻   #LaNostraSentència: independència! #MeCagoEnDios    https://t.co/oy57JWlav6",1
"Alejandro Fernández, ha criticat aquest dissabte que la líder de #Ciudadanos a #Catalunya, Inés #Arrimadas, aneu a #Waterloo (Bèlgica) perquè  cau en una retòrica populista, que és caure en el joc  de l'expresident de la Generalitat Carles #Puigdemont  https://t.co/98qcQYrgLt",2
"@palaudavid Si això és una entrevista periodística, el periodisme està fotut, doncs...",0
"En @SusodeToro1, sobre el deure dels polítics de “conduir les emocions, racionalitzar les situacions i trobar-hi sortida”. Clau. Descriu, a més, el posicionament actuals de les dues principals forces independentistes ✍🏼 https://t.co/zIweaVllAj",1
A @laviniagroup estem buscant un periodista amb experiència en l'àmbit de la comunicació política per a un nou projecte periodístic. Interessats o interessades: CV a miquel.pellicer@lavinia.tc. Gràcies! https://t.co/kALZCMat3J,2
"No sé si votar a Junqueras, Miquel Roca o Echenique 🤣🤣🤣  Feu el favor de fer una LLISTA UNITÀRIA I TRANSVERSAL AMB L'OBJECTIU DE LA REPÚBLICA CATALANA VOTADA PEL POBLE. 🌟X  VISCA LA REPÚBLICA CATALANA!",1
"També visitaran el Parlament de Flandes, on es reuniran amb el president de la cambra, Jan Peumans Puigdemont i Torra fan avui la conferència conjunta a Brussel·les malgrat la censura de Tajani https://t.co/W7nL0VXLli",1
"Franco va necessitar anys i tot un exèrcit per tancar la Generalitat, jutjar-ne el govern i prohibir el català. Ara, gràcies al processisme, no els cal cap exèrcit: amb un jutge i un funcionari del 155 enviat des de Madrid n'hi ha prou. El #processisme és submissió. #judici1O",0
RT @QuicoSalles: Marchena li demana al Fiscal que pregunti concretament.,0
"Havent-hi alternatives com l'EFTA, no sé perquè hauríem de voler formar part d'aquesta UE podrida. @Antonio_Tajani ets un titella del feixisme. #TajaniPuppetOfFascism Firmem per demanar l'ingrés a l'EFTA https://t.co/sNdTz9Wbkg",1
"Tres-cents vint-i-nou, i cent vuitanta-vuit, i tres-cents quaranta-vuit, i es pretén que aguantem els violents.  #garrotuit #LlibertatPresosPolíticsCatalans #LlibertatPresesPolítiquesCatalanes",1
Es compleixen 80 anys de la mort d'Antonio Machado https://t.co/qlCc9UzV0u,2
"@albertdmcat Però accepten a Vox, mira quina Europa tant maca. #JudiciFARSA #JudiciDeLaVergonya https://t.co/by8lvVn10F",1
"#Conferència #DIRECTES A LA #INDEPENDÈNCIA a #TÀRREGA - BIBLIOTECA Visualitza-la a partir de les 18h del diumenge 03 de març de 2019, conferència realitzada a TÀRREGA, el 28 de febrer de 19h a 21h. #ProuCensura  https://t.co/znL5hQGGGL @ResINDEPEcat @DavidRaventos @JovesDirecte68",1
"Aquests dies he pensat molt en les discussions amb @JordiGraupera i @enricvd i m'ha sortit això, un elogi de l'empatia davant dels tecnòcrates, els racionals i els que provoquen un 155 emocional:  Jordi Graupera i els robots  https://t.co/qfyRGgI4pM",1
"@antonijover @sempresaludava ara de debò, us fa gràcia el de la galleda de merda? crec que jair, et pressiona molt el llaç 🤣😂🤣el cervell 🧠",0
@ElsBastards @vox_es @LauraBorras @Barcelo_neta @NoemiGaleraN @IsaCampo7 @deLaiaCosta @ariadnaoltra @MarquesAgnes @EstelSole @laura_rosel @Gemmajhb Estiu del 93 i Marie Antoniette.,0
@AlbanoDante76 Si el #28A seguim comprant el fum d'@esquerra_ERC i @Pdemocratacat seguirem tenint  només fum  És el moment de fer un vot de càstig i canviar les coses  #JoJaNoComproFum   #28AoJuntsoRes,1
"@martatrepat1 @Patol1cas La crida a no votar és intencionada!!!     Els gilipolles, en tot cas, són els que hi cauen de quatre potes!    Cal ser més intel.legent, i pensar a qui beneficia que no votem partits indepes.....",1
"Us en recordeu d'aquest magnífic article d'en Miquel Martín  Sa Riera, el paradís devastat ? https://t.co/UIZDzAhqP0 Doncs aquesta foto ho diu tot. La natura i el paisatge d'aquesta cala només perviurà en la literatura. L'ajuntament de #Begur vol convertir Sa Riera en Sa Benidorm https://t.co/s7DqDypVs4",0
"@EnricFV1 @Misshima18 A mi m’agrada insultar, no t’enganyis! .Acostumo a dir RUC    o RUCA (m’ho he copiat del Bernat Dedeu) ;——))))",0
